3.210362966379089134e+00,-1.174060649584766081e+00
3.439829292661221061e+00,-1.175140185514005342e+00
3.144531919340935122e+00,-2.452169874646409120e+00
3.898916321642798888e+00,-1.175691992324293222e+00
3.878868224974037826e+00,-1.221299193369039582e+00
3.731807893885949134e+00,-1.211047005501834750e+00
3.822341254464588278e+00,-1.176248093305064746e+00
3.898943712487126678e+00,-1.175310046129493413e+00
3.878854114599689762e+00,-1.225954645405846977e+00
2.285999801523574959e+00,-1.540130652188889115e+00
3.822341253409231143e+00,-1.176245033769142578e+00
3.144530432478017445e+00,-2.452174628054773819e+00
3.878868225238576883e+00,-1.221298525857966055e+00
3.878903559040296045e+00,-1.220865160619710732e+00
3.731808375763711716e+00,-1.211045381173846636e+00
3.297575812603651180e+00,-2.452174483295048280e+00
3.504072674599501003e-01,-1.801840801617300647e+00
3.878903425151779771e+00,-1.220882370653961990e+00
2.266038261216889449e+00,-1.465517898748614156e+00
2.387982885057831517e+00,-1.339266550681449397e+00
3.502238976846412388e+00,-1.211043746999138637e+00
3.731807894387638935e+00,-1.211058038693504590e+00
3.731808390022500976e+00,-1.211035886905277303e+00
3.655285360075251511e+00,-1.211043811936003856e+00
3.655282215766744613e+00,-1.211266582133798231e+00
2.278144778789804814e+00,-1.677570909439375368e+00
3.719358088142471708e+00,-1.177108931808134029e+00
3.655285507590043892e+00,-1.211072127543195265e+00
3.649233470128976808e+00,-1.062526532885730735e+00
3.068021038497546815e+00,-2.452170491337438918e+00
3.822341254059780979e+00,-1.176243460567293342e+00
3.297577109474445489e+00,-2.452174616106856053e+00
3.655282220234281620e+00,-1.211265458477069012e+00
3.745818120290691944e+00,-1.176252836134706214e+00
3.814158277510133921e+00,-1.069980728867141684e+00
3.231626773129895991e+00,-4.582182797671109142e+00
2.209476727721569222e+00,-1.540129851667918714e+00
3.737390496785867988e+00,-1.071507013552630339e+00
3.661112953292763539e+00,-1.069987039457336975e+00
3.898967109970903344e+00,-1.175130550784637018e+00
2.436027589069251320e+00,-1.378287438441524682e+00
2.259506340488414367e+00,-1.589039302691068745e+00
2.387986679790205624e+00,-1.339289761512725718e+00
2.436550516718249959e+00,-1.380573946813667741e+00
2.436028097028513972e+00,-1.378224514318786342e+00
2.276118812697237370e+00,-1.599435221286030773e+00
3.814094072212221853e+00,-1.070670559944669531e+00
3.669398776269944928e+00,-1.175139412854373733e+00
3.878889915313949110e+00,-1.225433813479452905e+00
2.428013532427136134e+00,-1.022646154376053884e+00
2.278146147137709576e+00,-1.676512191980795707e+00
2.389573247154811675e+00,-1.640431373481259447e+00
2.464709227436355121e+00,-1.337825121205238998e+00
1.931725830757685891e+00,-1.176636467151443544e+00
2.259506314889841772e+00,-1.589177660461760233e+00
3.761329645549236211e+00,-1.126317935451157437e+00
2.056430602888856818e+00,-1.540128456731951534e+00
2.266565570725239454e+00,-1.466192684560547521e+00
5.096166890948660155e-01,-2.685724556873064106e+00
2.201621834963175317e+00,-1.677386610661867561e+00
2.201629768740114290e+00,-1.662039596273418240e+00
2.276114573617240566e+00,-1.599251102551380699e+00
2.285961510739585201e+00,-1.540500702834120439e+00
2.230776002285208559e+00,-1.810459677876768980e+00
2.201621602855937887e+00,-1.677562146722816561e+00
3.592548171577332639e+00,-1.174981543403997630e+00
2.390184737895416855e+00,-1.337828427065944625e+00
2.390241466380421897e+00,-1.336780232538848923e+00
2.201650577823759836e+00,-1.656744983559045536e+00
3.745818121421764957e+00,-1.176250939699292841e+00
2.359511752843897803e+00,-1.378210258810428801e+00
3.602141784164413885e+00,-1.130656315956555469e+00
2.201620945217813041e+00,-1.677561185595499493e+00
3.737498480367227316e+00,-1.070750115365709743e+00
4.616944876179306934e-01,-2.292137804932912193e+00
3.649333904887579916e+00,-1.220876863258633094e+00
3.878868225350580179e+00,-1.221313286945494347e+00
3.878903311828119982e+00,-1.220894895536454472e+00
3.731808375646236353e+00,-1.211043007185993448e+00
3.295827981151261188e+00,-2.452883786566687707e+00
3.878903463706328214e+00,-1.220938412873527446e+00
3.878903425208912736e+00,-1.220869777946465229e+00
3.784090926147242184e-01,-5.237459358549876320e-01
3.807244688572619107e-01,-4.922186819008143475e-04
3.649438708264896469e+00,-1.219613173009309381e+00
1.445966137682071828e+00,5.040366450938277287e-01
9.391576373860720528e-01,4.905399442892984796e-01
3.731811395330095760e+00,-1.210824162607394561e+00
3.295827981070364121e+00,-2.452883688753754843e+00
3.860716813637289135e+00,-1.370585917531643494e+00
3.879008228540215431e+00,-1.219642711209419472e+00
9.749665578970244662e-01,-6.896822946818701450e-01
2.387993402251146424e+00,-1.339189559614783365e+00
3.352371790383963823e+00,-1.071184201815470471e+00
3.731808374721535593e+00,-1.211021032649059581e+00
1.332951019040270912e+00,4.290704635522688548e-01
3.655288380893459088e+00,-1.210824885338651180e+00
3.655282216333355372e+00,-1.211265924010537676e+00
2.278144843367662986e+00,-1.677480640137057888e+00
1.925618790596273833e+00,-1.572154630957357524e+00
3.651653237320159562e+00,-1.555282641957344669e+00
2.233638200152720188e+00,-1.153361110315856086e+00
3.572913789337625712e+00,-1.219628845870816436e+00
3.802274712859382788e+00,-1.222185941809211140e+00
1.200948044605199883e+00,-7.552746079141162694e-01
3.655282217796316679e+00,-1.211257540367585595e+00
3.219304847312501217e+00,-2.452883584335496803e+00
3.802274813193364356e+00,-1.222169179337706524e+00
3.802257837879396973e+00,-1.225197640434658952e+00
2.111954848876554269e+00,-1.325880572442004857e+00
2.176550310745076766e-01,3.415718633611603550e-01
3.649438708479281868e+00,-1.219603207313264104e+00
1.681139489765869355e+00,-9.592319497661367933e-01
1.445981649629809018e+00,5.037713138329357188e-01
2.278144779931878805e+00,-1.677568409028523666e+00
2.359504079342243266e+00,-1.378250933007588497e+00
2.436027800261876930e+00,-1.378322952345765184e+00
3.879008301480887155e+00,-1.219601062429682470e+00
